"dependent.var","numbers","repeat.var","repeat.var.value","Sector","Indicator","Sub-Indicator","Percent","Percent_groups","Population Reference"
"aap2_viii",0,"strata","hebron_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0.0625,"strata","salfit_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",6.25,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0,"strata","tubas_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0,"strata","tulkarm_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0,"strata","H2","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0.016666667,"strata","jericho_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",1.67,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0.025,"strata","jerusalem_2_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",2.5,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0,"strata","nablus_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0.034482759,"strata","qalqiliya_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",3.45,"0% - 9%","HHs reporting to have received aid"
"aap2_viii",0,"strata","ramallah_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Education services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","hebron_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","bethlehem_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0.041666667,"strata","nablus_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",4.17,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","jenin_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","jericho_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","jerusalem_2_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","Area_AB","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","tubas_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","qalqiliya_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","ramallah_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","salfit_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","tulkarm_c","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap2_x",0,"strata","H2","Accountability to Affected Populations (AAP)","% HH reporting to have received in the past 6 months by type of aid received","Protection/legal services",0,"0% - 9%","HHs reporting to have received aid"
"aap3",0.95,"strata","hebron_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",95,"90% - 100%","HHs reporting to have received aid"
"aap3",0.725,"strata","jerusalem_2_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",72.5,"70% - 79%","HHs reporting to have received aid"
"aap3",0.875,"strata","nablus_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",87.5,"80% - 89%","HHs reporting to have received aid"
"aap3",0.739130435,"strata","jenin_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",73.91,"70% - 79%","HHs reporting to have received aid"
"aap3",0.633333333,"strata","jericho_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",63.33,"60% - 69%","HHs reporting to have received aid"
"aap3",0.692307692,"strata","Area_AB","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",69.23,"60% - 69%","HHs reporting to have received aid"
"aap3",0.583333333,"strata","bethlehem_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",58.33,"50% - 59%","HHs reporting to have received aid"
"aap3",0.6875,"strata","salfit_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",68.75,"60% - 69%","HHs reporting to have received aid"
"aap3",0.768421053,"strata","tubas_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",76.84,"70% - 79%","HHs reporting to have received aid"
"aap3",0.724137931,"strata","qalqiliya_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",72.41,"70% - 79%","HHs reporting to have received aid"
"aap3",0.851851852,"strata","ramallah_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",85.19,"80% - 89%","HHs reporting to have received aid"
"aap3",0.424242424,"strata","tulkarm_c","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",42.42,"40% - 49%","HHs reporting to have received aid"
"aap3",0.933333333,"strata","H2","Accountability to Affected Populations (AAP)","% HH reporting being satisfied with the aid that they have received in the past 6 months","% HH satisfied with the aid that they have received in the past 6 months",93.33,"90% - 100%","HHs reporting to have received aid"
"aap4_i",0.2,"strata","bethlehem_c","Accountability to Affected Populations (AAP)","Most commonly reported reasons for dissatisfaction with the aid received","Did not receive the aid on time/ Delays in delivery of aid",20,"20% - 29%","HHs unsatisfied with the aid that they have received"
"aap4_i",NA,"strata","hebron_c","Accountability to Affected Populations (AAP)","Most commonly reported reasons for dissatisfaction with the aid received","Did not receive the aid on time/ Delays in delivery of aid",NA,NA,"HHs unsatisfied with the aid that they have received"
"aap4_i",0,"strata","jerusalem_2_c","Accountability to Affected Populations (AAP)","Most commonly reported reasons for dissatisfaction with the aid received","Did not receive the aid on time/ Delays in delivery of aid",0,"0% - 9%","HHs unsatisfied with the aid that they have received"
"aap4_i",0.333333333,"strata","nablus_c","Accountability to Affected Populations (AAP)","Most commonly reported reasons for dissatisfaction with the aid received","Did not receive the aid on time/ Delays in delivery of aid",33.33,"30% - 39%","HHs unsatisfied with the aid that they have received"
