"dependent.var","numbers","repeat.var","repeat.var.value","Indicator Group / Sector","research.question","sub.research.question"
"aap7_i",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","ramallah","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","salfit","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","tubas","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","tulkarm","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","bethlehem","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_i",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Do not want to receive humanitarian assistance"
"aap7_ii",NA,"governorate_wb","bethlehem","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","salfit","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","tubas","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","tulkarm","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","nablus","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_ii",NA,"governorate_wb","ramallah","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via bank transfer;"
"aap7_iii",NA,"governorate_wb","bethlehem","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","tulkarm","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","ramallah","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","salfit","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","nablus","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iii",NA,"governorate_wb","tubas","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (food)"
"aap7_iv",NA,"governorate_wb","bethlehem","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","nablus","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","ramallah","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","salfit","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","tubas","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_iv",NA,"governorate_wb","tulkarm","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","In-kind (NFIs)"
"aap7_ix",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","nablus","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","ramallah","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","bethlehem","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","salfit","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","tubas","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_ix",NA,"governorate_wb","tulkarm","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Vouchers"
"aap7_v",NA,"governorate_wb","hebron","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
"aap7_v",NA,"governorate_wb","jenin","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
"aap7_v",NA,"governorate_wb","jericho","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
"aap7_v",NA,"governorate_wb","jerusalem_2","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
"aap7_v",NA,"governorate_wb","nablus","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
"aap7_v",NA,"governorate_wb","qalqiliya","AAP","% of households reporting type of humanitarian aid preferred in future distributions by type of aid","Cash via mobile money"
